status_id,code,text,is_quote,is_retweet,quoted_text,retweet_text
ID_1236709448753782785,2,#Terps shooting 58.5% from the floor. They have only shot better than 50% in a game once this season (52.6 vs. Oakland),FALSE,FALSE,NA,NA
ID_1233955669012865025,1,"@ryanburger8303 @TerrapinHoops duke refuses to even play my school 🤧 but as a fellow duke hater, much respect aha",FALSE,FALSE,NA,NA
ID_1236728410203963393,2,"CUT ‘EM DOWN, COACH!

For the first time in history, @TerrapinHoops are Big Ten Champions!

Maryland 83-70 Michigan https://t.co/vR0cRN8DFl",FALSE,TRUE,NA,"CUT ‘EM DOWN, COACH!

For the first time in history, @TerrapinHoops are Big Ten Champions!

Maryland 83-70 Michigan https://t.co/vR0cRN8DFl"
ID_1233914992648474624,2,"UMD 🏀 : It’s almost game time! For the Terps; this could help them clinch the Big Ten regular season title; for Sparty, it’s a chance to stay alive in the race. @WDVMSports @WDVMTV https://t.co/z3PowRCRZo",FALSE,FALSE,NA,NA
ID_1236734235681198080,2,"Coaches love senior point guards.

What a great moment between @CoachTurgeon and @TerrapinHoops star @AnthonyCowanJr. https://t.co/T74yqm8kh1",FALSE,TRUE,NA,"Coaches love senior point guards.

What a great moment between @CoachTurgeon and @TerrapinHoops star @AnthonyCowanJr. https://t.co/T74yqm8kh1"
ID_1236760103103213569,4,"It all comes down to this...

No. 1 seed Maryland women’s basketball is getting set to take on No. 6 seed Ohio State in the Big Ten Tournament Championship.

Tipoff is set for 6 p.m. and will be broadcasted on ESPN2.

Follow along! @testudotimes https://t.co/Aay9z3eOIm",FALSE,TRUE,NA,"It all comes down to this...

No. 1 seed Maryland women’s basketball is getting set to take on No. 6 seed Ohio State in the Big Ten Tournament Championship.

Tipoff is set for 6 p.m. and will be broadcasted on ESPN2.

Follow along! @testudotimes https://t.co/Aay9z3eOIm"
ID_1236721529649614852,2,"You'll probably want to watch this again:

@AnthonyCowanJr checks out for the last time in a @TerrapinHoops home game. https://t.co/VtbfguxTuA",FALSE,TRUE,NA,"You'll probably want to watch this again:

@AnthonyCowanJr checks out for the last time in a @TerrapinHoops home game. https://t.co/VtbfguxTuA"
ID_1235729390459289602,4,Maryland-Eastern Shore versus Coppin State Basketball Live Streaming Free 06-Mar - USA - NCAAB https://t.co/CKd9wwEphx https://t.co/4sj8Kp07Qq,FALSE,FALSE,NA,NA
ID_1233926078001041410,1,"Let's Go Terps! ❤🐢🏀
#feartheturtle
#collegegameday 
#uahoops https://t.co/bEwWI4Tfr3",FALSE,FALSE,NA,NA
ID_1237231841696010240,1,@RachelRRomeo Go terps! 🐢,FALSE,FALSE,NA,NA
ID_1237321422307024896,4,"Genau wegen dieser betroffenen Dolmetscher*innen wenden VKD und @BDUe_eV sich jetzt an die Behörden und verlangen Unterstützung auch für selbstständige und freiberufliche Dolmetscher*innen und Übersetzer*innen:

https://t.co/xhn93rsX9N",TRUE,FALSE,"My flight to Budapest for the #transELTE conference has been cancelled. So, I will record my talk today. No big issue for academics like me. My thoughts go to the #terps that rely on conferences to make a living. Hard times for them.",NA
ID_1233939533588201474,2,Terps run a pro offense with a record league defense @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1236962768584138756,2,MM 3.9: Big Ten tournament bracket revealed for Maryland men’s basketball https://t.co/vB8oMqzRW7,FALSE,FALSE,NA,NA
ID_1237413508200968192,4,“Like or retweet” if you coming to the St charles Boys Basketball #Final4 This Thursday @5pm at Xfinity center(university of Maryland) 🤔🦦 Hope to see y’all there and have y’all support let’s pack the house.💚💙 @SCHS_20Twenty @schs2021 @mariiifx @StCharlesSGA @StCharles_sga https://t.co/YelGAyE4wz,FALSE,TRUE,NA,“Like or retweet” if you coming to the St charles Boys Basketball #Final4 This Thursday @5pm at Xfinity center(university of Maryland) 🤔🦦 Hope to see y’all there and have y’all support let’s pack the house.💚💙 @SCHS_20Twenty @schs2021 @mariiifx @StCharlesSGA @StCharles_sga https://t.co/YelGAyE4wz
ID_1236759277341159430,3,When I saw this I thought: How long before he whines about something? Watched it. Entire first 45 seconds he's whining. Also the last 10 seconds. On the day Maryland wins a title! #Eeyore #SadSack,TRUE,FALSE,"Mark Turgeon on the weight off his back, the emotion of this journey and the joy after ⁦@TerrapinHoops⁩ won a share of the ⁦@B1GMBBall⁩ title Sunday on ⁦@CBBonFOX⁩: https://t.co/OMEFQZSsGT",NA
ID_1235672189279629320,2,"@GeraldMcCockin1 @marchmadness @Hoophall @BYUbasketball @yochilds22 @DaytonFlyers @ZagMBB @KillianTillie @JalenSmith2000 @TerrapinHoops @HailStateMBK @_R1bang_ not winning WCC POY

I knew someone would say that haha 😂",FALSE,FALSE,NA,NA
ID_1236059429914775557,3,@TerpsFootball Nice but sad it’s still not the home of @TerrapinHoops.  Rivaled Cameron &amp; Phog Allen as far as best home court advantages in all of college hoops.,FALSE,FALSE,NA,NA
ID_1236724044180918276,1,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS
ID_1238211633714884608,2,My heart goes out to @AnthonyCowanJr and @tres_tinkle3 and all @NCAA senior athletes. 🏀 is my ❤ #MarchMadness is my favorite time of year. I especially loved watching you play. Wanting the best for your next steps. #FearTheTurtle #GoBeavs,FALSE,FALSE,NA,NA
ID_1236711846083788800,2,"Aaron Wiggins has come alive in the 2nd half. He has 10 points in the half, 15 overall, and the #Terps lead 72-62 with 4:00 to play.",FALSE,FALSE,NA,NA
ID_1236732324261347328,1,Congrats boys. All love. Go do the damn thing now. @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1236718867977732096,1,"Congrats to @TerrapinHoops @AnthonyCowanJr, Mark Turgeon and Maryland for winning a share of their first @bigten championship — school’s first regular season conference title since @greivisvasquez’s 2010 team beat Duke on Senior Night. Bumpy finish but they did it. #Terps https://t.co/gSLSajfMMS",FALSE,TRUE,NA,"Congrats to @TerrapinHoops @AnthonyCowanJr, Mark Turgeon and Maryland for winning a share of their first @bigten championship — school’s first regular season conference title since @greivisvasquez’s 2010 team beat Duke on Senior Night. Bumpy finish but they did it. #Terps https://t.co/gSLSajfMMS"
ID_1238270286845431808,2,@ChuckMartin_SC @Cuse_MBB @MSU_Basketball @TerrapinHoops @StetsonMBB @BaylorMBB @tigersaau @Elias_NPH @DrewEbanks @wesblairbrown,TRUE,TRUE,"The Numbers Don’t Lie. Jordan Persad is an ELITE PG. 🗣
-
As the regular season comes to an end today, @CraftyyyJ will finish the season as both scoring &amp; assists leader, while averaging 9.3rpg &amp; 3spg. Doing a little bit of everything, Jordan can get it done at any level. 🌟🇨🇦 https://t.co/tcwjVPzMRf",@ChuckMartin_SC @Cuse_MBB @MSU_Basketball @TerrapinHoops @StetsonMBB @BaylorMBB @tigersaau @Elias_NPH @DrewEbanks @wesblairbrown
ID_1233922717872721921,3,FIX YOUR SHIT @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1233943029884604417,3,"I love my #Terps but yall are killin me ,with all this hype and playing at home with a chance to secure a piece of the Big Ten title and they do this shit again,no sense of urgency at all,theme of the entire season",FALSE,FALSE,NA,NA
ID_1233941295770558470,2,"The largest deficit Maryland's managed to overcome this year is 17 points. That came Wednesday vs Minnesota.

Michigan State has a 16-point lead tonight with 17:15 to play

https://t.co/dxe4ZVK4C0 https://t.co/tnkGPiXm64",FALSE,TRUE,NA,"The largest deficit Maryland's managed to overcome this year is 17 points. That came Wednesday vs Minnesota.

Michigan State has a 16-point lead tonight with 17:15 to play

https://t.co/dxe4ZVK4C0 https://t.co/tnkGPiXm64"
ID_1236714286954827782,2,"After flying in between Atlanta Hawks’ games, @KevinHuerter and @BrunoFernandoMV show off their Maryland pride for Terp Nation. https://t.co/Sz8RBqKJsU",FALSE,TRUE,NA,"After flying in between Atlanta Hawks’ games, @KevinHuerter and @BrunoFernandoMV show off their Maryland pride for Terp Nation. https://t.co/Sz8RBqKJsU"
ID_1236718299012050944,2,"Maryland beats Michigan, 83-60, which means MSU will be either the 2-seed in next week’s Big Ten tournament with a win over OSU today or the 3-seed with a loss. Spartans would share third straight regular-season Big Ten title with Terps and Wisconsin with a win.",TRUE,FALSE,"Michigan State basketball vs. Ohio State: Scouting report, prediction https://t.co/TFhoQJ8rGr via @freep",NA
ID_1237223124204163072,2,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",FALSE,TRUE,NA,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu"
ID_1233921566767026178,2,@wahoowon @TerrapinHoops @AnthonyCowanJr @EA_Glo @410D_ @JalenSmith2000 ACC = 🚮,FALSE,FALSE,NA,NA
ID_1238201275130527747,3,This is devastating! Maryland was doing SO WELL this year. https://t.co/QOL4eL5ocS,TRUE,FALSE,All winter and spring NCAA Championships including NCAA Basketball tourney have been canceled.,NA
ID_1234307698113511425,2,UMD v MSU 2.0???,TRUE,FALSE,The 2020 Big Ten Women’s Basketball Tournament bracket. #B1GTourney https://t.co/0TA2kvCem2,NA
ID_1233965693298708480,2,@TerrapinHoops A lot of missed free throws. It was the difference.,FALSE,FALSE,NA,NA
ID_1238327857832747008,2,"Ten teams have been ranked in the men’s basketball @AP_Top25 every week this season.

Auburn
Baylor
Duke
Gonzaga
Kansas
Kentucky 
Louisville
Maryland
Oregon
Villanova",FALSE,TRUE,NA,"Ten teams have been ranked in the men’s basketball @AP_Top25 every week this season.

Auburn
Baylor
Duke
Gonzaga
Kansas
Kentucky 
Louisville
Maryland
Oregon
Villanova"
ID_1233966214831116288,2,WHERE ARE ALL THE TWERP BACKERS @TerrapinHoops,FALSE,FALSE,NA,NA
ID_1236697489794838529,1,@OsFanAlways Nice shot at the buzzer by Stix. Still a half to go. (Thanks) Go Terps! 🐢,FALSE,FALSE,NA,NA
ID_1237361808152944642,1,"@TerrapinHoops @Aaron_Wiggins_ That clip of him dunking his own rebound is EPIC! He came out of nowhere man! We were watching and were like wait, is that Wiggs? Good lord. Love love love his game. #GOTERPS #TERPFOREVER",FALSE,FALSE,NA,NA
ID_1235649895945691136,1,"One of the best and brightest college coaches in the country. --&gt; @CoachDreHaynes The best is yet to come!

https://t.co/dp74GcmdaN",FALSE,FALSE,NA,NA
