status_id,text,code
1235678331258818561,"@marchmadness @Hoophall @BYUbasketball @yochilds22 @DaytonFlyers @ZagMBB @KillianTillie @JalenSmith2000 @TerrapinHoops @HailStateMBK @_R1bang_ So then this is based only on points scored?  Otherwise, how is Xavier Tillman not on this list?  Shut down Jalen Smith and Luka Garza and Lamar Stephens...14 Double Doubles this year and not on the list?  Probably B1G Defensive Player of the year too...",3
1236082209746018304,"Maryland's path to a piece of the Big Ten regular-season title is simple: beat Michigan. But the competition for the top seeds in the conference tournament is more complicated. How it breaks down:
https://t.co/HaA9TBKv6i #Terps https://t.co/a6DAc60qE4",2
1236718867977732096,"Congrats to @TerrapinHoops @AnthonyCowanJr, Mark Turgeon and Maryland for winning a share of their first @bigten championship — school’s first regular season conference title since @greivisvasquez’s 2010 team beat Duke on Senior Night. Bumpy finish but they did it. #Terps https://t.co/gSLSajfMMS",1
1233922673337655296,"Out of the timeout, Morsell gets the #Terps first bucket of the game, picking up where he left off in Minnesota.",2
1235628448217026560,"https://t.co/DlzvpDBfQ0 looks at the #Capitals and #Terps and wonders if they both have the ""right"" players.  Plus David Rosenfeld chimes in with thoughts on Maryland basketball.",2
1236723015787954176,"Say it with us, @TerrapinHoops fans: @CoachTurgeon was right. https://t.co/crfL2EsbK2",2
1235580729993633793,"Busy day: lots of #Terps/college hoops talk with @DickieV, @CoachJimmyDykes, @TheAthleticBAL's @D1scourse plus our weekly #NFLDraft segment-this week @BuckyBrooks joins us. Watch https://t.co/dO8KarVNLR Listen https://t.co/nhGXcvfdI0",2
1236770109986869249,"Pride in person:
@KevinHuerter and @BrunoFernandoMV fire up the @TerrapinHoops crowd during the “I have Maryland Pride” segment of the game. 

@nbcwashington https://t.co/NGEBLjavzm",1
1233954422386036737,"Sucks to have your College Gameday weekend ruined, doesn’t it @TerrapinHoops?",3
1233966214831116288,WHERE ARE ALL THE TWERP BACKERS @TerrapinHoops,3
1233972648650170368,@secretlifeofjoy @tblamb2you2 @marchmadness @KUHoops @BaylorMBB @ZagMBB @DaytonFlyers @Aztec_MBB @DukeMBB @FSUHoops @BluejayMBB @TerrapinHoops @LouisvilleMBB Duke just lost to another unranked team! LOL,1
1236732100595900417,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,1
1236758595557036036,#UVA among the schools in contention for Harvard transfer Seth Towns … https://t.co/W7hP8pBeWE via @EvanDaniels #GoHoos https://t.co/NZtA4qYSBP,2
1236749766803034113,"For the 6th time in 10 years, and our second 3-peat, the Oakdale Boys basketball team is headed to Comcast Xfinity Center at UMD Friday night! We tip off at 9pm against New Town. #GoBears #BearDown",2
1236985127407947778,"Yes, No. 9 Maryland men’s basketball did capture the share of the Big Ten title Sunday — its first time doing so in program history.

If you don’t believe us, @ssopher528 provides proof with her best photos. You don’t want to miss these celebrations. https://t.co/gRyK4WU7gQ",2
