status_id,text,is_quote,is_retweet,quoted_text,retweet_text,Sentiment,Unsure,Comments
1.24E+18,Only Virginia’s class 1 and 2 finals on Thursday at the Siegel Center in Richmond will allow spectators. The other four divisions on Friday and Saturday in Richmond will be closed to fans. https://t.co/gMZoyN5vV6,NA,NA,NA,NA,2,,
1.23E+18,"Placed this modified bet from @RookieWiseguy:

🏀 Michigan State +2.5 vs Maryland
⚖️ -115
💰 $0.50 to win $0.43 (Risk 0.33 units)
⏰ 7 p.m. CST

📢 @RookieWiseguy tipped Michigan State +2",NA,NA,NA,NA,2,,
1.24E+18,Plumber’s Joint with some juicypapers to get the weekend started 😁  #hemp #hempflower #organic #cbd #cbdflower  #cannabis #cannabiscommunity #bud #cbdbud #happybudzhemp  #terpenes #terps  #artofrolling #joints… https://t.co/ybJRwQ8hCx,FALSE,FALSE,NA,NA,4,,
1.24E+18,"Pretty good day to be a Maryland 🏀 fan, huh?",TRUE,TRUE,"CHAMPIONS 🏆

#UnitedPursuit https://t.co/RgPn775Qoe","Pretty good day to be a Maryland 🏀 fan, huh?",1,,
1.23E+18,Randy!!!!,TRUE,FALSE,"Maryland gets two runs back on a Randy Bednar double and a Tavan Shahidi RBI groundout

M8 | #Terps 3, Chants 6

#DirtyTerps https://t.co/vJ4Tqu0MHq",NA,1,,
1.24E+18,Read more on the Senior Day victory that secured @TerrapinHoops a share of the 2019-20 #B1GMBBall Championship.,NA,NA,NA,NA,2,,
1.24E+18,S/o to my fellas especially the seniors @SchadeggJacob @calebzurliene @tanner_gerdes @goebelgrant5 @KassenBen @ZachNapo for their GREAT careers after all of the dedication and time they gave to the MD fam and the game of basketball... hate to see it end like this,NA,NA,NA,NA,1,,
1.23E+18,"Same starting five as the first #Terps-Sparty matchup:

Anthony Cowan
Eric Ayala
Darryl Morsell
Donta Scott
Stix Smith",NA,NA,NA,NA,2,,
1.24E+18,"Seriously, what a huge heart! Thank you, Cowan! They have been so excited for this opportunity! It was so kind of you to share YOUR #SeniorDay with him. We are proud of you! Go, #Terps! #DreamComeTrue #AmazingAnthony 🏀 #ballislife but #KindnessCOWANts ❤️",NA,NA,NA,NA,1,,
1.23E+18,"Seth Davis, noted basketball genius.. https://t.co/fKqNs1K2dO",NA,NA,NA,NA,1,?,I can't tell if this is sarcastic or not
1.24E+18,Should have to take an IQ test to be on Twitter,NA,NA,NA,NA,3,,
1.24E+18,"So great to see @TerrapinHoops get the win this afternoon on senior day! 🐢🏀

#Terps | #FearTheTurtle",NA,NA,NA,NA,1,,
1.24E+18,"Some CBB to start the day 🚨🚨

🏀 4u: Maryland -4 (-120) 

🏀 4u: OVER 136 in MEM/HOU (-110) 

LETS MAKE SOME $$$ 🤑🤑🤑 #ridethewave https://t.co/fuDBDvrBLY",NA,NA,NA,NA,2,,
1.23E+18,STOP ASKING ME WHY I STOP PLAYING  BASKETBALL MARYLAND TOO SMALL FOR THE BS.,FALSE,FALSE,NA,NA,3,?,
1.24E+18,"Ten teams have been ranked in the men’s basketball @AP_Top25 every week this season.

Auburn
Baylor
Duke
Gonzaga
Kansas
Kentucky 
Louisville
Maryland
Oregon
Villanova",NA,NA,NA,NA,2,,
1.23E+18,Terps by a million. Let’s go.,FALSE,TRUE,NA,Terps by a million. Let’s go.,1,,
1.24E+18,"Terrapins going to Atlanta, again! #Terps #BigDancing #Truss",NA,NA,NA,NA,4,?,"I don't quite understand the context, but I don't think it's about basketball"
1.24E+18,"Thank You, Terp Nation https://t.co/13gSYdNc6K",NA,NA,NA,NA,1,,
1.24E+18,"Thank You, Terp Nation https://t.co/13gSYdNc6K",NA,NA,NA,NA,1,,
1.24E+18,"Thank You, Terp Nation https://t.co/13gSYdNc6K",NA,NA,NA,NA,1,,
1.24E+18,"Thank You, Terp Nation https://t.co/13gSYdNc6K",NA,NA,NA,NA,1,,
1.24E+18,"Thank You, Terp Nation https://t.co/13gSYdNc6K",NA,NA,NA,NA,1,,
1.24E+18,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",1,,
1.24E+18,"Thank You, Terp Nation https://t.co/13gSYdNc6K",FALSE,TRUE,NA,"Thank You, Terp Nation https://t.co/13gSYdNc6K",1,,
1.24E+18,"Thanks to the Washington City Paper for the opportunity to write about my years on the Maryland basketball beat at the Baltimore Sun.
I hope you enjoy reading it as much as I enjoyed writing it. 
https://t.co/D1LBK0lig7",NA,NA,NA,NA,4,,
1.24E+18,The Big Ten Conference is walking back their initial cancellation of all spring sports through the academic year. Now suspended until April 6 and will  re-evaluate then. Statement: #Terps @WMAR2News https://t.co/vw02r2W4am,FALSE,TRUE,NA,The Big Ten Conference is walking back their initial cancellation of all spring sports through the academic year. Now suspended until April 6 and will  re-evaluate then. Statement: #Terps @WMAR2News https://t.co/vw02r2W4am,2,,
1.23E+18,The students are present and ready to rock. #Terps-Sparty at the top of the hour on ESPN. Share of Big Ten title on the line. https://t.co/UmJYFvpZCZ,FALSE,FALSE,NA,NA,1,,
1.24E+18,"They played in DC Friday
They played in Memphis Saturday
They play in Atlanta Monday

Bruno and Kevin made sure they were HOME Sunday. For this team. For all of Terp Nation

That’s family ❤️ https://t.co/2YD37na4zM",NA,NA,NA,NA,1,,
1.24E+18,This doesn’t feel like a job or Big Business!! Kinda feels like joy and personal accomplishment,NA,NA,NA,NA,1,,
1.24E+18,This is how i like to see my #Terps ball!!! #MICHvsMD,FALSE,FALSE,NA,NA,1,,
1.24E+18,"This is what we should have seen yesterday.  Dates and reevaluation. 

Let's have a College World Series if we can.  I'm all for being cautious here, but I think making decisions for June in March isn't pragmatic.",NA,NA,NA,NA,4,?,Appears to be re: baseball
1.23E+18,This may discredit everything @kenpomeroy does. Bo Boroski was HORRIBLE tonight like most nights.,TRUE,TRUE,College basketball's top official doing tonight's MSU-Maryland game ... https://t.co/Qo701sIMx6,This may discredit everything @kenpomeroy does. Bo Boroski was HORRIBLE tonight like most nights.,3,,
1.24E+18,Those curious to what has happened across the country regarding state basketball tournaments. @MSHSAAOrg,TRUE,FALSE,"Here's the latest on state HS BB tournaments. 
Canceled (11): CA, CO, CT, IL, KS, MA, NJ, OR, VA, WI, WY 
Post./Susp. (15): AL, AK, DE, KY, MD, MI, NY, NC, OH, OK, PA, TN, TX, VT, WV
Fan Limits (12): IN, IA, LA, MN, MO, NE, NH, NM, ND, RI, SD
No Limit (1): MT
Rest are complete.",NA,4,?,Appears to be re: high school
1.23E+18,TIME RUNNING OUT- @TerrapinHoops trails @MSU_Basketball 76-63 with 4:13 left. Jalen Smith has 20 points with 12 rebounds while Anthony Cowan adds 12 points. Cassius Winston leads the visitors with 20 and 6 assists. @WTOP,NA,NA,NA,NA,2,,
1.24E+18,To all #Terps fans who have followed along over my 3 1/2 years... thank you. I'm so excited to see what the crew has in store for next year. #YourTerpsYourStation,TRUE,TRUE,"From all of us at WMUC Sports, we thank you for listening and following along this year. 

This is not how we expected our coverage to end, but we cannot wait to be back next year to bring you all things Maryland sports. 

Your Terps. Your Station. https://t.co/E6CKlbPdfF",To all #Terps fans who have followed along over my 3 1/2 years... thank you. I'm so excited to see what the crew has in store for next year. #YourTerpsYourStation,1,,
1.24E+18,"today's USA NBA G League 2020 live stream
Fort Wayne Mad Ants vs College Park Skyhawks
▶️watch live here📺 ➤https://t.co/PP6SMbJTDH",NA,NA,NA,NA,4,,
1.23E+18,"Too bad the #Terps lost tonight, especially with it being at home and all of the excitement that came with today’s game. 

Credit to MSU. They were probably extra motivated after losing to Maryland on their own home floor two weeks ago.

Maryland will bounce back.

#FearTheTurtle",NA,NA,NA,NA,2,?,"Positive re: MSU, negative re: Terps"
1.23E+18,Tune In to @TerrapinHoops vs Michigan State at 8pm we goin up again tonight 🌊🏄🏽‍♂️🌎,FALSE,TRUE,NA,Tune In to @TerrapinHoops vs Michigan State at 8pm we goin up again tonight 🌊🏄🏽‍♂️🌎,2,,
1.24E+18,"Turgeon on schedule complaint, Cowan senior day, Bino recruiting https://t.co/y573UOubhm",FALSE,FALSE,NA,NA,2,,
1.24E+18,"Up in flames: Diamondback sports reporters recall covering basketball riots in College Park.

https://t.co/3gQn9ClHOE",NA,NA,NA,NA,4,,
1.24E+18,"Watch Anthony Cowan, Eric Ayala and Aaron Wiggins react following the #Terps' win over Michigan to claim a share of B1G title: https://t.co/5blYSpKu3H",FALSE,FALSE,NA,NA,2,,
1.24E+18,Welp. At least I can finally say that I got to be there when @TerrapinHoops ended the season with a championship celebration...even if they had to share it. #GoTerps #MarylandPride #B1GChamps https://t.co/WR2TtNDepN,FALSE,FALSE,NA,NA,1,,
1.23E+18,"With 11:41 to go, it's another media timeout. Spartans lead the first place Terps 61-43.",FALSE,FALSE,NA,NA,2,,
1.24E+18,"With Illinois playing tonight on the road at Ohio State, I took at look at who's atop the Big Ten as of this morning (yes that includes the #Badgers, of course) and who the Spartans and Terps face heading into the final weekend of the regular season:

https://t.co/b5BITz0v64",NA,NA,NA,NA,2,,
1.23E+18,"Wrestlers: 7-0 at home + NCAA attendance record.

Women: 36 straight at home, second longest in nation.

Men: Just won 13th straight at home &amp; with Maryland’s loss tonight is lone B1G team that is unbeaten in conference play.

What a winter at Carver.
https://t.co/EdAE0UlfvA",NA,NA,NA,NA,4,?,Appears to be about wrestling and not about Maryland
1.23E+18,"Wrestlers: 7-0 at home + NCAA attendance record.

Women: 36 straight at home, second longest in nation.

Men: Just won 13th straight at home &amp; with Maryland’s loss tonight is lone B1G team that is unbeaten in conference play.

What a winter at Carver.
https://t.co/EdAE0UlfvA",NA,NA,NA,NA,4,,
1.23E+18,"Wrestlers: 7-0 at home + NCAA attendance record.

Women: 36 straight at home, second longest in nation.

Men: Just won 13th straight at home &amp; with Maryland’s loss tonight is lone B1G team that is unbeaten in conference play.

What a winter at Carver.
https://t.co/EdAE0UlfvA",NA,NA,NA,NA,4,,
1.24E+18,You already know.,TRUE,TRUE,"🏆 @TerrapinHoops, @MSU_Basketball &amp; @BadgerMBB all added to their trophy cases over the weekend!

See who has the most regular season titles in @bigten history 👇 https://t.co/PHt3iG0dsu",You already know.,1,,
1.24E+18,"You can tell a lot about a person by the people in their circle. Well I’m blessed to have @CoachDreHaynes in mine riding shot gun. Not the if the brightest young Divison 1 coaches. Keep going boy 

https://t.co/Qo05gmfpKT",NA,NA,NA,NA,1,,
1.24E+18,"You did a great job and whoever follows you on the beat will have big shoes to fill. Hopefully we will work together again, in some capacity.",NA,NA,NA,NA,1,?,"Maybe irrelevant? Positive re: this reporter who worked the UMD MBB beat, but not about UMD MBB"
1.24E+18,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,1,,
1.24E+18,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,NA,NA,NA,NA,1,,
1.24E+18,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,NA,NA,NA,NA,1,,
1.24E+18,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,FALSE,TRUE,NA,YOUR MARYLAND TERRAPINS ARE BIG TEN BASKETBALL CHAMPIONS,1,,
